,num_features,distance_setting,50,40,45,55,60
0,432,L0,16.0,10.0,13.0,19.0,22.0
1,432,L1,5.3070895501967765,3.7042585990492967,4.39973735404197,6.264720031708642,7.212326280613648
2,432,L2,0.4979793057243325,0.3874701186070756,0.43825843722047686,0.5595168481145817,0.6294067060842224
3,432,Linf,0.039627456665039085,0.02815441131591797,0.03419749259948734,0.04600982666015625,0.05287925720214841
4,768,L1,5.376565492541078,4.12867841725338,4.780096392777413,6.330505767337054,7.115127429284289
5,768,L2,0.5962049667527006,0.4758394690211806,0.5400329742634035,0.6598847952436053,0.7400581535608078
6,768,Linf,0.02508187294006349,0.018925552368164074,0.021629176139831556,0.028560833930969268,0.03295291900634767
7,1200,L0,22.0,14.0,18.0,25.0,29.0
8,1200,L1,7.173983365378241,5.268638405715364,6.229468450043822,8.301051908224883,9.610405295337408
9,1200,L2,0.5602419157213783,0.42711875231833385,0.4976229832005929,0.6354957414989824,0.7177843520081327
10,1200,Linf,0.02003903388977052,0.015052986145019546,0.017628049850463914,0.02312054157257081,0.027162380218505876
11,1728,L1,8.560929745423191,6.0993618781538865,7.170093373104093,9.995412728041657,11.439656905607077
12,1728,L2,0.5911592830996095,0.44003981601605857,0.5173437304800251,0.6582060007961157,0.7322086439751027
13,1728,Linf,0.015342664718627955,0.012133255004882822,0.013691940307617202,0.01744384288787843,0.02015871047973634
14,2352,L0,27.0,20.0,23.0,31.0,37.0
15,2352,L1,9.677375290598878,7.242015911359143,8.455779352469483,11.095218627734091,12.755093317110347
16,2352,L2,0.5428214729605312,0.4261668239831295,0.48323988592204536,0.6030785475802721,0.6767913187287569
17,2352,Linf,0.0161686420440674,0.012377986907958988,0.014274873733520526,0.019032955169677755,0.021859588623046898
18,3072,L1,11.088733464740699,8.148686415416146,9.785722937341836,12.669159440528496,14.806561539965857
19,3072,L2,0.5508207303080335,0.408821915995437,0.4863076890483202,0.6298929739255977,0.7045768434535694
20,3072,Linf,0.013735771179199219,0.010526504516601587,0.012005038261413577,0.01579712390899659,0.01789924621582032
21,3888,L0,32.0,23.600000000000023,28.0,37.0,43.0
22,3888,L1,12.019519180484846,9.242795065742243,10.48992377101833,13.58382194025668,15.571349224285955
23,3888,L2,0.5905123141672479,0.45236638152902264,0.5133775115111333,0.6504352429885731,0.7317229026956387
24,3888,Linf,0.011608743667602561,0.009366817474365264,0.01027822494506836,0.013154354095458991,0.015263671875000016
25,4800,L1,12.732161640854159,9.765313248302498,11.18001276106795,14.326789501702715,15.901440636411635
26,4800,L2,0.5548267370208844,0.4347310679692351,0.49716254361411283,0.6228526175548437,0.6885386761276555
27,4800,Linf,0.010024738311767591,0.007711429595947273,0.008805198669433637,0.011304817199707034,0.012915515899658246
28,5808,L0,41.0,31.0,35.0,47.0,52.0
29,5808,L1,14.191360676085926,10.74652346327045,12.546459763126837,16.13356854620738,18.21548931262761
30,5808,L2,0.6285062527623232,0.48761575149825187,0.5549902580079935,0.6954593977365748,0.7666741399845336
31,5808,Linf,0.009335803985595706,0.0073624420166015885,0.008302831649780285,0.010622291564941419,0.012116432189941448
32,6912,L1,15.47132079090833,11.600649995122954,13.351110811671443,17.513371695449703,19.774832540529715
33,6912,L2,0.5728972802534144,0.4386816124715389,0.5072495075376846,0.6386817995026008,0.7094499766084492
34,6912,Linf,0.007749080657958998,0.0057243919372558915,0.00667884349822998,0.00898997783660891,0.010607872009277347
35,8112,L0,45.0,33.0,38.55000000000007,51.0,57.0
36,8112,L1,16.524371912796887,12.354049060832885,14.356524928872922,18.98872821983834,21.86798913619824
37,8112,L2,0.5007829319545807,0.4050909179924824,0.4582083000024941,0.5582684359461212,0.6156141568065915
38,8112,Linf,0.007306623458862349,0.005623855590820315,0.0064167594909668195,0.008252792358398459,0.009542312622070337
39,9408,L1,17.71418706889622,12.357531093248813,14.777400680100637,20.358728451871514,23.101267329520176
40,9408,L2,0.5362075298939861,0.3961544663072911,0.46208226157244703,0.6131388018450072,0.6850179305287565
41,9408,Linf,0.006902790069580111,0.0054820632934570405,0.0061134910583496155,0.007806758880615244,0.008700771331787137
42,10800,L0,49.0,37.0,43.0,56.0,64.0
43,10800,L1,19.033312976717724,14.35737096517735,16.520412039924082,21.87322752560108,24.870561845528574
44,10800,L2,0.5917089996387948,0.46154008683924985,0.5191063626071547,0.6580594273782151,0.7409800706569893
45,10800,Linf,0.006686496734619157,0.004905395507812516,0.005771112442016646,0.007825241088867195,0.009023952484130862
